county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
San Luis Obispo,10/25/2020,7,1,8,460,1,0,26
El Dorado,10/25/2020,1,1,2,189,1,1,8
Siskiyou,10/25/2020,0,0,0,56,0,0,11
Riverside,10/25/2020,164,60,224,3368,37,11,79
Tulare,10/25/2020,30,3,33,677,4,0,27
Imperial,10/25/2020,41,0,41,259,16,0,2
Fresno,10/25/2020,88,11,99,1644,24,1,22
Yolo,10/25/2020,7,0,7,97,3,0,5
Placer,10/25/2020,13,16,29,783,3,2,25
Yuba,10/25/2020,5,0,5,265,0,0,18
San Benito,10/25/2020,0,0,0,25,0,0,3
Orange,10/25/2020,162,46,208,5740,59,5,168
Sacramento,10/25/2020,88,24,112,2338,14,8,70
Stanislaus,10/25/2020,53,21,74,1311,13,1,22
Mono,10/26/2020,0,1,1,17,0,0,2
San Diego,10/26/2020,176,49,225,6994,69,14,318
Stanislaus,10/26/2020,54,14,68,1308,13,1,26
Orange,10/26/2020,157,46,203,5738,56,8,191
Calaveras,10/26/2020,0,0,0,33,0,0,6
San Mateo,10/26/2020,20,6,26,697,4,0,33
Kings,10/26/2020,22,0,22,193,2,0,15
San Bernardino,10/26/2020,217,42,259,4030,48,8,125
Glenn,10/26/2020,0,0,0,47,0,0,0
Humboldt,10/26/2020,2,2,4,275,0,0,3
Monterey,10/26/2020,29,0,29,717,8,0,25
Siskiyou,10/26/2020,3,0,3,56,1,0,10
Butte,10/26/2020,8,0,8,453,1,0,12
El Dorado,10/26/2020,1,1,2,189,1,1,8
San Luis Obispo,10/26/2020,6,2,8,460,1,1,22
Los Angeles,10/26/2020,755,276,1031,19943,214,43,814
Lake,10/26/2020,2,0,2,65,2,0,2
Modoc,10/26/2020,0,0,0,41,0,0,0
Riverside,10/26/2020,166,51,217,3386,58,9,77
Nevada,10/26/2020,1,3,4,144,0,1,5
Trinity,10/26/2020,0,0,0,25,0,0,0
Contra Costa,10/26/2020,26,12,38,1428,10,1,57
Imperial,10/26/2020,43,0,43,259,17,0,2
Mariposa,10/26/2020,0,0,0,19,0,0,0
Sacramento,10/26/2020,84,22,106,2421,13,9,91
Tehama,10/26/2020,6,0,6,59,2,0,0
Marin,10/26/2020,5,1,6,351,0,0,19
Ventura,10/26/2020,26,11,37,1200,11,6,60
Fresno,10/26/2020,95,12,107,1651,25,1,24
Madera,10/26/2020,11,4,15,263,3,0,20
Santa Barbara,10/26/2020,11,1,12,688,3,0,62
San Benito,10/26/2020,0,0,0,25,0,0,3
Del Norte,10/26/2020,1,0,1,52,0,0,2
Colusa,10/26/2020,0,0,0,48,0,0,0
Tuolumne,10/26/2020,1,0,1,84,0,0,0
Lassen,10/26/2020,0,0,0,25,0,0,0
Amador,10/26/2020,4,0,4,51,0,0,6
Yuba,10/26/2020,5,0,5,265,0,0,15
Solano,10/26/2020,29,11,40,534,4,1,8
Mendocino,10/26/2020,1,0,1,150,0,0,4
Merced,10/26/2020,8,0,8,271,2,0,10
Yolo,10/26/2020,7,0,7,96,3,0,13
San Joaquin,10/26/2020,28,3,31,1004,8,1,51
Sonoma,10/26/2020,30,4,34,556,5,2,9
Placer,10/26/2020,15,16,31,777,3,2,33
Sutter,10/26/2020,0,0,0,14,0,0,0
Inyo,10/26/2020,0,0,0,29,0,0,4
Shasta,10/26/2020,11,0,11,561,3,0,2
Kern,10/26/2020,47,0,47,1313,18,0,63
Napa,10/26/2020,6,0,6,351,0,0,27
Santa Clara,10/26/2020,86,36,122,2944,20,4,82
Plumas,10/26/2020,0,0,0,35,0,0,0
San Francisco,10/26/2020,29,3,32,1820,5,0,74
Tulare,10/26/2020,32,6,38,679,6,0,20
Santa Cruz,10/26/2020,10,0,10,389,3,0,7
Alameda,10/26/2020,58,31,89,2380,17,2,114
San Bernardino,10/27/2020,233,35,268,3997,52,12,109
Imperial,10/27/2020,44,0,44,259,14,0,1
Lake,10/27/2020,2,0,2,65,2,0,2
Amador,10/27/2020,2,0,2,51,0,0,6
Riverside,10/27/2020,148,48,196,3437,32,11,69
Inyo,10/27/2020,0,0,0,29,0,0,4
Marin,10/27/2020,5,3,8,450,0,0,17
Yuba,10/27/2020,7,0,7,265,0,0,14
San Francisco,10/27/2020,31,1,32,1822,6,0,64
Modoc,10/27/2020,0,0,0,41,0,0,0
Tehama,10/27/2020,6,1,7,59,2,0,2
Calaveras,10/27/2020,0,0,0,33,0,0,4
San Mateo,10/27/2020,18,3,21,700,5,0,35
Napa,10/27/2020,7,0,7,351,2,0,22
Trinity,10/27/2020,0,0,0,25,0,0,0
Glenn,10/27/2020,0,0,0,47,0,0,0
Kings,10/27/2020,19,0,19,193,3,0,14
Mono,10/27/2020,0,1,1,17,0,0,2
Del Norte,10/27/2020,1,0,1,52,0,0,1
Santa Cruz,10/27/2020,9,0,9,389,2,0,6
Ventura,10/27/2020,28,14,42,1213,11,3,56
Lassen,10/27/2020,0,1,1,25,0,0,0
Alameda,10/27/2020,58,34,92,2412,17,6,116
San Luis Obispo,10/27/2020,7,0,7,460,1,0,29
Sacramento,10/27/2020,76,20,96,2340,12,8,77
San Joaquin,10/27/2020,26,4,30,983,7,0,41
Placer,10/27/2020,18,14,32,784,3,3,29
Stanislaus,10/27/2020,59,21,80,1326,15,3,12
Merced,10/27/2020,5,1,6,271,2,0,8
Santa Barbara,10/27/2020,11,0,11,688,3,0,61
Los Angeles,10/27/2020,750,267,1017,20060,229,38,762
Monterey,10/27/2020,26,1,27,717,9,0,19
Humboldt,10/27/2020,2,1,3,264,0,0,6
Kern,10/27/2020,46,1,47,1339,19,0,67
Plumas,10/27/2020,0,0,0,35,0,0,0
Colusa,10/27/2020,0,0,0,48,0,0,0
Madera,10/27/2020,12,10,22,263,2,1,28
Nevada,10/27/2020,1,1,2,131,0,0,4
Tulare,10/27/2020,33,6,39,677,6,1,19
Sonoma,10/27/2020,27,8,35,548,5,1,11
El Dorado,10/27/2020,1,1,2,189,1,1,7
Contra Costa,10/27/2020,33,10,43,1467,11,0,47
Orange,10/27/2020,177,36,213,5842,60,5,176
Fresno,10/27/2020,96,16,112,1659,28,0,23
Sutter,10/27/2020,0,0,0,14,0,0,0
Siskiyou,10/27/2020,2,0,2,56,1,0,7
Shasta,10/27/2020,9,1,10,561,2,0,3
San Diego,10/27/2020,182,59,241,6997,67,13,286
Yolo,10/27/2020,8,0,8,96,3,0,5
Mariposa,10/27/2020,0,0,0,19,0,0,0
Butte,10/27/2020,10,0,10,453,3,0,9
Santa Clara,10/27/2020,79,26,105,3017,19,1,64
Solano,10/27/2020,27,11,38,550,7,0,8
Tuolumne,10/27/2020,1,0,1,84,0,0,1
Mendocino,10/27/2020,0,0,0,150,0,0,4
San Benito,10/27/2020,0,0,0,50,0,0,3
Riverside,10/28/2020,149,63,212,3424,35,12,64
San Diego,10/28/2020,187,48,235,6993,66,8,269
Fresno,10/28/2020,94,12,106,1670,29,1,23
Madera,10/28/2020,12,9,21,263,3,0,28
Santa Clara,10/28/2020,82,24,106,3034,18,1,64
Monterey,10/28/2020,29,1,30,717,7,0,26
Stanislaus,10/28/2020,58,17,75,1336,16,0,19
San Francisco,10/28/2020,35,1,36,1852,7,0,73
Alameda,10/28/2020,58,41,99,2415,17,6,117
Marin,10/28/2020,7,4,11,355,1,0,12
Tehama,10/28/2020,6,0,6,59,2,0,0
Kern,10/28/2020,43,5,48,1343,20,0,60
El Dorado,10/28/2020,1,1,2,189,1,1,5
Napa,10/28/2020,4,0,4,351,1,0,23
Humboldt,10/28/2020,2,1,3,271,0,0,7
Mariposa,10/28/2020,0,0,0,19,0,0,0
Tulare,10/28/2020,36,6,42,677,6,1,19
San Mateo,10/28/2020,15,9,24,692,3,1,34
Trinity,10/28/2020,0,0,0,25,0,0,0
Lassen,10/28/2020,0,0,0,25,0,0,0
Colusa,10/28/2020,0,0,0,48,0,0,0
Nevada,10/28/2020,2,0,2,112,1,0,4
Sutter,10/28/2020,0,0,0,14,0,0,0
San Bernardino,10/28/2020,231,43,274,4004,53,9,103
Inyo,10/28/2020,1,0,1,29,1,0,3
Los Angeles,10/28/2020,743,290,1033,20061,222,41,738
Placer,10/28/2020,22,23,45,798,4,1,29
Modoc,10/28/2020,0,0,0,41,0,0,0
Contra Costa,10/28/2020,31,12,43,1476,5,4,52
Butte,10/28/2020,10,0,10,453,3,0,5
Imperial,10/28/2020,49,0,49,259,17,0,0
Siskiyou,10/28/2020,3,0,3,56,1,0,8
Santa Cruz,10/28/2020,8,0,8,389,2,0,7
Yuba,10/28/2020,8,0,8,265,0,0,14
Yolo,10/28/2020,9,0,9,96,4,0,3
Kings,10/28/2020,13,0,13,193,2,0,15
Glenn,10/28/2020,0,0,0,47,0,0,0
Plumas,10/28/2020,0,0,0,35,0,0,0
Lake,10/28/2020,2,0,2,65,2,0,1
San Benito,10/28/2020,0,0,0,50,0,0,2
Santa Barbara,10/28/2020,9,1,10,688,1,0,63
Calaveras,10/28/2020,0,0,0,33,0,0,3
Orange,10/28/2020,181,56,237,5847,59,10,183
Shasta,10/28/2020,8,0,8,561,1,0,5
Ventura,10/28/2020,27,15,42,1234,10,5,62
Mendocino,10/28/2020,0,0,0,150,0,0,4
Mono,10/28/2020,0,0,0,17,0,0,2
Del Norte,10/28/2020,1,0,1,52,0,0,2
Sonoma,10/28/2020,28,3,31,549,5,2,10
San Luis Obispo,10/28/2020,6,0,6,460,2,0,29
Amador,10/28/2020,2,0,2,51,0,0,3
San Joaquin,10/28/2020,29,5,34,1003,8,0,39
Solano,10/28/2020,22,9,31,565,4,0,9
Tuolumne,10/28/2020,5,0,5,84,2,0,2
Sacramento,10/28/2020,83,26,109,2467,14,8,69
Merced,10/28/2020,7,0,7,271,2,0,6
Del Norte,10/29/2020,1,0,1,52,0,0,1
Madera,10/29/2020,11,9,20,263,3,1,25
Riverside,10/29/2020,150,64,214,3370,33,7,83
Glenn,10/29/2020,0,0,0,47,0,0,0
Plumas,10/29/2020,0,0,0,35,0,0,0
Santa Clara,10/29/2020,79,19,98,3014,19,2,74
Santa Cruz,10/29/2020,8,0,8,389,2,0,10
Mendocino,10/29/2020,0,0,0,150,0,0,4
Tulare,10/29/2020,42,9,51,681,6,1,18
Yolo,10/29/2020,10,0,10,96,5,0,3
Modoc,10/29/2020,0,0,0,41,0,0,0
Inyo,10/29/2020,1,0,1,30,0,0,4
Kings,10/29/2020,15,1,16,193,2,0,13
San Joaquin,10/29/2020,25,13,38,1014,6,1,37
San Mateo,10/29/2020,22,7,29,669,4,0,35
Sonoma,10/29/2020,28,5,33,542,8,2,8
San Francisco,10/29/2020,37,2,39,1874,8,1,71
Ventura,10/29/2020,25,14,39,1247,9,4,60
Fresno,10/29/2020,87,12,99,1653,25,0,23
Trinity,10/29/2020,0,0,0,25,0,0,0
Placer,10/29/2020,24,17,41,797,6,2,26
Nevada,10/29/2020,2,1,3,131,1,1,3
Orange,10/29/2020,182,51,233,5875,61,5,191
Kern,10/29/2020,44,2,46,1338,20,0,58
San Diego,10/29/2020,197,48,245,6992,73,6,275
Sacramento,10/29/2020,85,21,106,2472,14,6,79
San Benito,10/29/2020,0,0,0,50,0,0,3
Mono,10/29/2020,0,0,0,17,0,0,2
Santa Barbara,10/29/2020,9,1,10,688,2,0,51
Siskiyou,10/29/2020,4,0,4,56,1,0,7
Tuolumne,10/29/2020,6,0,6,84,0,0,2
Lassen,10/29/2020,0,0,0,25,0,0,0
Calaveras,10/29/2020,0,0,0,33,0,0,4
Tehama,10/29/2020,6,0,6,59,2,0,1
Imperial,10/29/2020,45,1,46,259,16,1,0
Alameda,10/29/2020,57,34,91,2417,14,5,126
Lake,10/29/2020,3,2,5,65,1,1,1
San Luis Obispo,10/29/2020,6,0,6,460,2,0,29
Amador,10/29/2020,2,0,2,51,0,0,2
Sutter,10/29/2020,0,0,0,14,0,0,0
Butte,10/29/2020,9,0,9,453,2,0,13
Napa,10/29/2020,6,0,6,351,0,0,24
Stanislaus,10/29/2020,68,27,95,1337,17,1,10
Monterey,10/29/2020,26,0,26,717,10,0,23
Los Angeles,10/29/2020,783,281,1064,20056,221,44,722
San Bernardino,10/29/2020,233,40,273,3980,58,12,100
Contra Costa,10/29/2020,32,10,42,1475,5,1,49
Solano,10/29/2020,24,10,34,563,4,0,10
Humboldt,10/29/2020,3,0,3,270,0,0,8
Shasta,10/29/2020,11,2,13,561,2,0,7
Yuba,10/29/2020,8,0,8,265,0,0,14
El Dorado,10/29/2020,1,0,1,189,1,0,6
Merced,10/29/2020,7,3,10,271,2,2,3
Colusa,10/29/2020,0,0,0,48,0,0,0
Marin,10/29/2020,6,12,18,360,1,0,11
Mariposa,10/29/2020,0,0,0,19,0,0,0
Humboldt,10/30/2020,3,0,3,272,0,0,5
Fresno,10/30/2020,94,11,105,1633,26,1,25
Stanislaus,10/30/2020,70,14,84,1333,17,0,15
Amador,10/30/2020,0,0,0,51,0,0,2
San Bernardino,10/30/2020,248,51,299,3970,54,10,97
Imperial,10/30/2020,44,0,44,259,13,0,3
Mariposa,10/30/2020,0,0,0,19,0,0,0
Glenn,10/30/2020,0,0,0,47,0,0,0
Kings,10/30/2020,17,1,18,193,3,0,14
Trinity,10/30/2020,0,0,0,25,0,0,0
Del Norte,10/30/2020,1,0,1,51,0,0,0
Mendocino,10/30/2020,0,0,0,150,0,0,3
Calaveras,10/30/2020,0,0,0,33,0,0,6
Butte,10/30/2020,7,0,7,453,2,0,14
Modoc,10/30/2020,0,1,1,41,0,0,0
San Joaquin,10/30/2020,28,8,36,1015,6,2,38
Siskiyou,10/30/2020,2,0,2,56,0,0,8
Sacramento,10/30/2020,81,25,106,2467,19,4,69
Sutter,10/30/2020,0,0,0,14,0,0,0
San Francisco,10/30/2020,35,5,40,1861,6,1,77
Contra Costa,10/30/2020,34,9,43,1482,5,1,43
San Mateo,10/30/2020,24,6,30,688,2,0,35
Napa,10/30/2020,4,1,5,200,0,0,9
Shasta,10/30/2020,8,3,11,561,2,0,4
Yuba,10/30/2020,8,1,9,265,0,0,8
Inyo,10/30/2020,0,0,0,29,0,0,4
San Benito,10/30/2020,0,0,0,50,0,0,2
San Luis Obispo,10/30/2020,7,2,9,460,2,0,30
Marin,10/30/2020,5,5,10,361,1,1,15
Los Angeles,10/30/2020,799,295,1094,20077,222,36,730
Nevada,10/30/2020,2,0,2,134,0,0,7
Placer,10/30/2020,27,15,42,793,4,3,28
Madera,10/30/2020,10,7,17,263,3,0,20
San Diego,10/30/2020,212,40,252,6965,81,6,248
Lassen,10/30/2020,0,0,0,25,0,0,0
Monterey,10/30/2020,25,0,25,717,10,0,20
Kern,10/30/2020,53,5,58,1340,23,1,55
Alameda,10/30/2020,68,42,110,2426,17,5,116
Plumas,10/30/2020,0,0,0,35,0,0,0
Mono,10/30/2020,0,0,0,17,0,0,2
Sonoma,10/30/2020,22,4,26,542,7,0,8
Colusa,10/30/2020,0,0,0,48,0,0,0
Solano,10/30/2020,29,10,39,572,4,0,9
Santa Clara,10/30/2020,91,13,104,3033,22,1,73
El Dorado,10/30/2020,2,0,2,189,1,0,8
Orange,10/30/2020,188,36,224,5849,58,5,174
Tehama,10/30/2020,5,0,5,59,1,0,0
Merced,10/30/2020,9,0,9,271,2,0,7
Santa Cruz,10/30/2020,12,0,12,389,2,0,8
Santa Barbara,10/30/2020,9,1,10,688,3,0,58
Ventura,10/30/2020,27,11,38,1253,13,3,47
Yolo,10/30/2020,8,0,8,96,5,0,4
Riverside,10/30/2020,157,57,214,3360,38,10,56
Lake,10/30/2020,3,1,4,65,2,0,1
Tulare,10/30/2020,44,7,51,681,5,0,19
Tuolumne,10/30/2020,3,0,3,84,0,0,3
Marin,10/31/2020,6,9,15,359,1,0,17
Tehama,10/31/2020,5,0,5,59,0,0,4
Lake,10/31/2020,3,1,4,65,2,0,3
Stanislaus,10/31/2020,66,18,84,1331,19,2,18
Alameda,10/31/2020,62,49,111,2412,19,4,124
Santa Barbara,10/31/2020,10,1,11,688,3,1,62
Humboldt,10/31/2020,2,0,2,259,0,0,4
Mendocino,10/31/2020,1,0,1,150,1,0,4
Fresno,10/31/2020,96,14,110,1643,25,1,29
Inyo,10/31/2020,0,0,0,29,0,0,4
Imperial,10/31/2020,50,0,50,259,13,0,2
Ventura,10/31/2020,24,14,38,1240,11,7,49
Orange,10/31/2020,181,36,217,5833,55,9,191
Tulare,10/31/2020,40,5,45,685,4,0,19
Siskiyou,10/31/2020,1,0,1,56,0,0,8
Lassen,10/31/2020,0,0,0,25,0,0,0
Yolo,10/31/2020,8,0,8,96,5,0,5
Santa Cruz,10/31/2020,11,0,11,389,2,0,6
Madera,10/31/2020,8,10,18,350,3,1,14
Mariposa,10/31/2020,0,0,0,19,0,0,0
San Benito,10/31/2020,0,0,0,50,0,0,2
Nevada,10/31/2020,1,1,2,121,0,0,5
Placer,10/31/2020,30,16,46,792,6,3,23
San Luis Obispo,10/31/2020,7,2,9,460,3,0,29
Del Norte,10/31/2020,0,0,0,52,0,0,3
San Mateo,10/31/2020,19,12,31,710,3,2,35
Calaveras,10/31/2020,0,0,0,33,0,0,7
El Dorado,10/31/2020,2,0,2,189,1,0,6
Sacramento,10/31/2020,77,25,102,2340,17,3,84
San Diego,10/31/2020,244,36,280,6958,95,5,258
Kern,10/31/2020,51,6,57,1287,23,0,59
San Francisco,10/31/2020,34,4,38,1803,6,0,85
Napa,10/31/2020,3,3,6,351,0,0,27
Glenn,10/31/2020,0,0,0,47,0,0,0
Yuba,10/31/2020,5,1,6,265,0,1,11
San Bernardino,10/31/2020,241,47,288,3936,58,9,102
Mono,10/31/2020,0,0,0,17,0,0,2
Colusa,10/31/2020,0,2,2,48,0,0,0
Contra Costa,10/31/2020,35,11,46,1478,7,1,51
Butte,10/31/2020,7,1,8,453,2,1,12
Sutter,10/31/2020,0,0,0,14,0,0,0
Sonoma,10/31/2020,20,6,26,533,5,0,7
Modoc,10/31/2020,0,2,2,41,0,0,0
Los Angeles,10/31/2020,777,302,1079,20022,223,27,777
Shasta,10/31/2020,9,0,9,561,3,0,4
Monterey,10/31/2020,25,0,25,717,9,0,24
Trinity,10/31/2020,0,0,0,25,0,0,0
Merced,10/31/2020,5,0,5,271,1,0,13
Plumas,10/31/2020,0,0,0,35,0,0,0
San Joaquin,10/31/2020,24,6,30,1012,8,2,33
Tuolumne,10/31/2020,3,0,3,84,0,0,5
Santa Clara,10/31/2020,83,9,92,3028,24,2,71
Solano,10/31/2020,30,11,41,563,4,0,11
Kings,10/31/2020,12,3,15,193,3,2,14
Riverside,10/31/2020,156,56,212,3312,34,10,76
Amador,10/31/2020,0,0,0,51,0,0,3
Madera,11/1/2020,8,10,18,350,3,1,20
Santa Cruz,11/1/2020,12,0,12,389,2,0,8
Mono,11/1/2020,0,0,0,17,0,0,1
Tuolumne,11/1/2020,3,0,3,84,0,0,4
Imperial,11/1/2020,49,0,49,259,14,0,0
Modoc,11/1/2020,0,0,0,41,0,0,0
Stanislaus,11/1/2020,71,22,93,1326,17,2,17
Napa,11/1/2020,3,0,3,351,1,0,27
El Dorado,11/1/2020,4,0,4,189,0,0,8
Contra Costa,11/1/2020,35,17,52,1479,9,1,49
Yolo,11/1/2020,5,0,5,96,4,0,2
Trinity,11/1/2020,0,0,0,25,0,0,0
Marin,11/1/2020,5,12,17,355,1,1,16
Merced,11/1/2020,6,0,6,271,1,0,16
Amador,11/1/2020,0,0,0,51,0,0,4
Placer,11/1/2020,31,17,48,787,6,2,28
Santa Barbara,11/1/2020,10,1,11,688,2,0,58
Del Norte,11/1/2020,0,0,0,51,0,0,6
Glenn,11/1/2020,0,0,0,47,0,0,0
Mariposa,11/1/2020,0,0,0,19,0,0,0
Sonoma,11/1/2020,20,4,24,504,4,0,7
Monterey,11/1/2020,25,2,27,717,9,0,28
Ventura,11/1/2020,29,14,43,1229,14,8,45
Kings,11/1/2020,12,3,15,193,3,2,16
Inyo,11/1/2020,0,0,0,29,0,0,4
Lassen,11/1/2020,0,0,0,25,0,0,0
Solano,11/1/2020,25,13,38,554,4,3,11
Kern,11/1/2020,46,4,50,1269,24,0,53
Santa Clara,11/1/2020,85,15,100,2977,21,1,77
Plumas,11/1/2020,0,0,0,35,0,0,0
Colusa,11/1/2020,0,2,2,48,0,0,0
San Luis Obispo,11/1/2020,7,1,8,460,3,0,30
Shasta,11/1/2020,8,0,8,561,3,0,3
Nevada,11/1/2020,1,1,2,137,0,1,5
San Bernardino,11/1/2020,242,61,303,3910,58,14,104
Los Angeles,11/1/2020,798,258,1056,19895,223,39,781
Alameda,11/1/2020,63,46,109,2394,18,6,125
Sutter,11/1/2020,0,0,0,14,0,0,0
Riverside,11/1/2020,179,52,231,3350,43,10,65
Humboldt,11/1/2020,3,1,4,246,0,0,0
Sacramento,11/1/2020,85,30,115,2432,21,4,86
Tulare,11/1/2020,37,10,47,681,3,0,24
Calaveras,11/1/2020,0,0,0,33,0,0,7
San Benito,11/1/2020,0,0,0,50,0,0,2
Orange,11/1/2020,183,18,201,5797,60,3,196
San Diego,11/1/2020,239,61,300,6946,86,10,278
San Mateo,11/1/2020,17,10,27,676,4,3,37
San Francisco,11/1/2020,37,3,40,1786,9,0,93
Tehama,11/1/2020,5,0,5,59,0,0,1
Butte,11/1/2020,9,1,10,453,1,1,16
Mendocino,11/1/2020,1,0,1,150,1,0,5
Siskiyou,11/1/2020,1,0,1,56,0,0,8
Lake,11/1/2020,3,1,4,65,2,0,2
Fresno,11/1/2020,102,7,109,1663,26,0,32
Yuba,11/1/2020,3,0,3,265,0,0,11
San Joaquin,11/1/2020,30,7,37,1006,8,3,40
Shasta,11/2/2020,9,0,9,561,4,0,2
Yolo,11/2/2020,7,0,7,96,3,0,4
El Dorado,11/2/2020,2,0,2,189,1,0,8
Lassen,11/2/2020,0,0,0,25,0,0,0
Merced,11/2/2020,8,0,8,271,2,0,14
Imperial,11/2/2020,48,0,48,259,14,0,1
Yuba,11/2/2020,4,0,4,265,1,0,9
Solano,11/2/2020,27,11,38,552,3,1,7
Mono,11/2/2020,0,0,0,17,0,0,2
San Bernardino,11/2/2020,243,54,297,3951,62,7,121
Kings,11/2/2020,11,4,15,193,3,2,13
San Benito,11/2/2020,2,0,2,50,1,0,0
Sacramento,11/2/2020,86,23,109,2392,22,6,100
Placer,11/2/2020,30,16,46,789,5,1,29
Nevada,11/2/2020,2,0,2,142,0,0,5
Stanislaus,11/2/2020,74,24,98,1326,15,3,23
Orange,11/2/2020,177,37,214,5744,60,9,197
Ventura,11/2/2020,29,9,38,1225,13,4,48
Glenn,11/2/2020,0,0,0,47,0,0,0
Humboldt,11/2/2020,2,0,2,259,0,0,2
Alameda,11/2/2020,69,41,110,2407,17,6,126
Sonoma,11/2/2020,23,2,25,533,4,0,8
Napa,11/2/2020,3,1,4,351,1,0,27
Monterey,11/2/2020,28,0,28,717,11,0,28
Fresno,11/2/2020,106,14,120,1674,26,3,31
Santa Cruz,11/2/2020,12,0,12,389,2,0,7
Mendocino,11/2/2020,1,0,1,150,1,0,5
Siskiyou,11/2/2020,2,0,2,56,1,0,7
San Luis Obispo,11/2/2020,7,0,7,460,2,0,26
Lake,11/2/2020,2,1,3,65,1,0,1
Kern,11/2/2020,46,2,48,1307,22,1,56
Colusa,11/2/2020,0,2,2,48,0,0,0
Contra Costa,11/2/2020,40,18,58,1472,10,2,41
San Diego,11/2/2020,239,52,291,6957,87,12,289
Sutter,11/2/2020,0,0,0,14,0,0,0
Del Norte,11/2/2020,0,0,0,51,0,0,5
Tuolumne,11/2/2020,3,0,3,84,0,0,3
Modoc,11/2/2020,0,0,0,41,0,0,0
Amador,11/2/2020,0,0,0,51,0,0,6
Tulare,11/2/2020,39,9,48,681,3,0,30
Tehama,11/2/2020,3,0,3,59,0,0,2
Mariposa,11/2/2020,0,0,0,19,0,0,0
Los Angeles,11/2/2020,817,229,1046,19933,238,24,807
Riverside,11/2/2020,194,56,250,3363,53,7,60
Butte,11/2/2020,9,1,10,453,4,1,10
San Joaquin,11/2/2020,28,8,36,1007,6,2,42
San Francisco,11/2/2020,36,2,38,1792,11,1,84
Santa Barbara,11/2/2020,13,1,14,688,2,0,64
Plumas,11/2/2020,0,0,0,35,0,0,0
Calaveras,11/2/2020,0,0,0,33,0,0,6
Madera,11/2/2020,8,8,16,350,3,0,21
Marin,11/2/2020,5,9,14,358,1,2,16
Santa Clara,11/2/2020,91,21,112,2973,25,2,82
San Mateo,11/2/2020,17,13,30,682,3,1,41
Trinity,11/2/2020,0,0,0,25,0,0,0
Inyo,11/2/2020,0,0,0,29,0,0,4
Kings,11/3/2020,15,3,18,193,4,2,12
Lassen,11/3/2020,0,0,0,25,0,0,0
Plumas,11/3/2020,0,0,0,35,0,0,0
Mono,11/3/2020,0,0,0,17,0,0,2
Yuba,11/3/2020,3,0,3,265,1,0,1
Colusa,11/3/2020,0,2,2,48,0,0,0
San Joaquin,11/3/2020,31,5,36,1007,7,2,38
Fresno,11/3/2020,96,14,110,1677,29,3,20
Tulare,11/3/2020,41,10,51,681,3,0,21
Lake,11/3/2020,2,0,2,65,1,0,1
Shasta,11/3/2020,9,0,9,561,3,0,8
Tehama,11/3/2020,3,0,3,59,0,0,1
Yolo,11/3/2020,9,0,9,96,3,0,5
San Benito,11/3/2020,3,0,3,50,1,0,1
Monterey,11/3/2020,32,0,32,717,12,0,32
Nevada,11/3/2020,2,0,2,127,0,0,3
Solano,11/3/2020,21,9,30,562,4,0,7
Siskiyou,11/3/2020,2,0,2,56,1,0,8
Trinity,11/3/2020,0,0,0,25,0,0,0
Sutter,11/3/2020,0,0,0,14,0,0,0
San Bernardino,11/3/2020,263,52,315,3952,66,9,96
Imperial,11/3/2020,49,0,49,259,14,0,1
Glenn,11/3/2020,0,0,0,47,0,0,0
Santa Clara,11/3/2020,102,17,119,2999,27,2,77
San Mateo,11/3/2020,17,11,28,712,1,2,35
Kern,11/3/2020,53,2,55,1340,22,1,52
Orange,11/3/2020,182,42,224,5881,78,8,168
Contra Costa,11/3/2020,41,10,51,1490,11,4,45
San Francisco,11/3/2020,35,5,40,1889,11,1,65
Mendocino,11/3/2020,2,0,2,150,2,0,3
Calaveras,11/3/2020,0,0,0,33,0,0,8
Amador,11/3/2020,0,0,0,51,0,0,4
Inyo,11/3/2020,1,0,1,29,0,0,4
Mariposa,11/3/2020,0,0,0,19,0,0,0
Humboldt,11/3/2020,2,0,2,262,0,0,3
Los Angeles,11/3/2020,825,303,1128,20014,238,37,728
Santa Cruz,11/3/2020,13,0,13,389,3,0,7
Alameda,11/3/2020,65,51,116,2484,16,4,114
San Diego,11/3/2020,243,52,295,6978,88,18,286
Butte,11/3/2020,12,1,13,453,3,1,7
Riverside,11/3/2020,210,57,267,3405,56,8,63
Sacramento,11/3/2020,92,19,111,2520,19,6,91
Merced,11/3/2020,9,0,9,272,2,0,12
Placer,11/3/2020,36,17,53,809,5,3,24
Santa Barbara,11/3/2020,12,3,15,688,2,2,57
Stanislaus,11/3/2020,56,17,73,1347,15,4,21
Sonoma,11/3/2020,22,6,28,586,5,2,10
Napa,11/3/2020,3,0,3,200,3,0,11
Madera,11/3/2020,8,13,21,339,2,1,17
Modoc,11/3/2020,0,0,0,41,0,0,0
Tuolumne,11/3/2020,2,0,2,84,0,0,3
El Dorado,11/3/2020,3,0,3,189,2,0,10
Marin,11/3/2020,5,7,12,358,2,0,14
Ventura,11/3/2020,31,10,41,1238,15,1,40
Del Norte,11/3/2020,0,1,1,51,0,1,4
San Luis Obispo,11/3/2020,6,2,8,460,2,0,22
Yuba,11/4/2020,2,0,2,265,1,0,3
Contra Costa,11/4/2020,39,4,43,1479,11,2,40
